Any,Categoria_Nivell,Dia,DiaDeLaSetmana,Hora,Id,Latitud,Lloc_interes,Id_Instal,Longitud,Max_Nivell_LAeq_1h,Mes,Min_Nivell_LAeq_1h,Nivell_LAeq_1h
2023,4,12,dijous,1899-12-30 14:00:00,26914,"41,406",Plaça de Joanic,7306,"2,162636",90.8,10,53.1,67.7
2023,4,12,dijous,1899-12-30 15:00:00,1118,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,1,43.7,59.5
2023,4,12,dijous,1899-12-30 15:00:00,1119,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,1,60.1,70.6
2023,4,12,dijous,1899-12-30 15:00:00,26916,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,10,43.7,62
2023,4,12,dijous,1899-12-30 15:00:00,26918,"41,406",Plaça de Joanic,7306,"2,162636",90.8,10,53.1,67.9
2023,4,12,dijous,1899-12-30 15:00:00,26919,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,10,60.1,71
2023,4,12,dijous,1899-12-30 16:00:00,1122,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,1,43.7,60.1
2023,4,12,dijous,1899-12-30 16:00:00,1123,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,1,60.1,70.2
2023,4,12,dijous,1899-12-30 16:00:00,1124,"41,404484",Sagrada Familia,6756,"2,174691",91.4,1,46.5,64.2
2023,4,12,dijous,1899-12-30 16:00:00,26921,"41,406",Plaça de Joanic,7306,"2,162636",90.8,10,53.1,67.8
2023,4,12,dijous,1899-12-30 16:00:00,26922,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,10,60.1,71
2023,4,12,dijous,1899-12-30 16:00:00,26923,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,10,43.7,61.6
2023,4,12,dijous,1899-12-30 17:00:00,1127,"41,404484",Sagrada Familia,6756,"2,174691",91.4,1,46.5,64.2
2023,4,12,dijous,1899-12-30 17:00:00,1128,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,1,43.7,64.2
2023,4,12,dijous,1899-12-30 17:00:00,26925,"41,404484",Sagrada Familia,6756,"2,174691",91.4,10,46.5,64.1
2023,4,12,dijous,1899-12-30 17:00:00,26926,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,10,43.7,62.4
2023,4,12,dijous,1899-12-30 18:00:00,1129,"41,404484",Sagrada Familia,6756,"2,174691",91.4,1,46.5,64.4
2023,4,12,dijous,1899-12-30 18:00:00,1130,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,1,43.7,62.5
2023,4,12,dijous,1899-12-30 18:00:00,26928,"41,404484",Sagrada Familia,6756,"2,174691",91.4,10,46.5,63.1
2023,4,12,dijous,1899-12-30 18:00:00,26930,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,10,60.1,70.9
2023,4,12,dijous,1899-12-30 18:00:00,26931,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,10,43.7,62.9
2023,4,12,dijous,1899-12-30 19:00:00,1135,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,1,43.7,63.5
2023,4,12,dijous,1899-12-30 19:00:00,1136,"41,406",Plaça de Joanic,7306,"2,162636",90.8,1,53.1,67.5
2023,4,12,dijous,1899-12-30 19:00:00,26935,"41,404484",Sagrada Familia,6756,"2,174691",91.4,10,46.5,63.6
2023,4,12,dijous,1899-12-30 20:00:00,1137,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,1,43.7,62.5
2023,4,12,dijous,1899-12-30 20:00:00,1138,"41,404484",Sagrada Familia,6756,"2,174691",91.4,1,46.5,63.1
2023,4,12,dijous,1899-12-30 20:00:00,1139,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,1,60.1,70.6
2023,4,12,dijous,1899-12-30 20:00:00,1140,"41,406",Plaça de Joanic,7306,"2,162636",90.8,1,53.1,68
2023,4,12,dijous,1899-12-30 20:00:00,26939,"41,404484",Sagrada Familia,6756,"2,174691",91.4,10,46.5,63.3
2023,4,12,dijous,1899-12-30 21:00:00,1141,"41,404484",Sagrada Familia,6756,"2,174691",91.4,1,46.5,61
2023,4,12,dijous,1899-12-30 21:00:00,1142,"41,406",Plaça de Joanic,7306,"2,162636",90.8,1,53.1,66.4
2023,4,12,dijous,1899-12-30 21:00:00,1143,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,1,60.1,69.7
2023,4,12,dijous,1899-12-30 21:00:00,26941,"41,406",Plaça de Joanic,7306,"2,162636",90.8,10,53.1,68
2023,4,12,dijous,1899-12-30 21:00:00,26942,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,10,43.7,64
2023,4,12,dijous,1899-12-30 21:00:00,26943,"41,404484",Sagrada Familia,6756,"2,174691",91.4,10,46.5,62.3
2023,4,12,dijous,1899-12-30 22:00:00,1146,"41,406",Plaça de Joanic,7306,"2,162636",90.8,1,53.1,65
2023,4,12,dijous,1899-12-30 22:00:00,1147,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,1,60.1,69.1
2023,4,12,dijous,1899-12-30 22:00:00,1148,"41,404484",Sagrada Familia,6756,"2,174691",91.4,1,46.5,60.5
2023,4,12,dijous,1899-12-30 22:00:00,26944,"41,406",Plaça de Joanic,7306,"2,162636",90.8,10,53.1,66
2023,4,12,dijous,1899-12-30 22:00:00,26945,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,10,60.1,70.6
2023,4,12,dijous,1899-12-30 22:00:00,26946,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,10,43.7,61
2023,4,12,dijous,1899-12-30 22:00:00,26947,"41,404484",Sagrada Familia,6756,"2,174691",91.4,10,46.5,62.9
2023,4,12,dijous,1899-12-30 23:00:00,1149,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,1,60.1,68.6
2023,4,12,dijous,1899-12-30 23:00:00,1150,"41,404484",Sagrada Familia,6756,"2,174691",91.4,1,46.5,60.8
2023,4,12,dijous,1899-12-30 23:00:00,1151,"41,406",Plaça de Joanic,7306,"2,162636",90.8,1,53.1,64.7
2023,4,12,dijous,1899-12-30 23:00:00,1152,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,1,43.7,60.7
2023,4,12,dijous,1899-12-30 23:00:00,26948,"41,406",Plaça de Joanic,7306,"2,162636",90.8,10,53.1,66.9
2023,4,12,dijous,1899-12-30 23:00:00,26949,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,10,43.7,60.6
2023,4,12,dijous,1899-12-30 23:00:00,26950,"41,404484",Sagrada Familia,6756,"2,174691",91.4,10,46.5,61.9
2023,4,12,dijous,1899-12-30 23:00:00,26951,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,10,60.1,69.5
2023,4,12,dilluns,1899-12-30 00:00:00,15251,"41,406",Plaça de Joanic,7306,"2,162636",90.8,6,53.1,66
2023,4,12,dilluns,1899-12-30 00:00:00,15253,"41,404484",Sagrada Familia,6756,"2,174691",91.4,6,46.5,60.3
2023,4,12,dilluns,1899-12-30 08:00:00,15285,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,6,60.1,68.5
2023,4,12,dilluns,1899-12-30 09:00:00,15287,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,6,43.7,61.2
2023,4,12,dilluns,1899-12-30 10:00:00,15290,"41,404484",Sagrada Familia,6756,"2,174691",91.4,6,46.5,60.1
2023,4,12,dilluns,1899-12-30 10:00:00,15292,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,6,43.7,59.9
2023,4,12,dilluns,1899-12-30 10:00:00,15293,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,6,60.1,68.5
2023,4,12,dilluns,1899-12-30 11:00:00,15295,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,6,43.7,62.6
2023,4,12,dilluns,1899-12-30 11:00:00,15296,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,6,60.1,69.5
2023,4,12,dilluns,1899-12-30 11:00:00,15297,"41,406",Plaça de Joanic,7306,"2,162636",90.8,6,53.1,65.1
2023,4,12,dilluns,1899-12-30 12:00:00,15299,"41,406",Plaça de Joanic,7306,"2,162636",90.8,6,53.1,64.6
2023,4,12,dilluns,1899-12-30 12:00:00,15300,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,6,60.1,69.3
2023,4,12,dilluns,1899-12-30 13:00:00,15303,"41,406",Plaça de Joanic,7306,"2,162636",90.8,6,53.1,66
2023,4,12,dilluns,1899-12-30 13:00:00,15304,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,6,60.1,70.5
2023,4,12,dilluns,1899-12-30 14:00:00,15306,"41,404484",Sagrada Familia,6756,"2,174691",91.4,6,46.5,62.7
2023,4,12,dilluns,1899-12-30 14:00:00,15307,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,6,43.7,63.5
2023,4,12,dilluns,1899-12-30 14:00:00,15308,"41,406",Plaça de Joanic,7306,"2,162636",90.8,6,53.1,65.4
2023,4,12,dilluns,1899-12-30 14:00:00,15309,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,6,60.1,69.9
2023,4,12,dilluns,1899-12-30 15:00:00,15310,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,6,43.7,62.4
2023,4,12,dilluns,1899-12-30 15:00:00,15311,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,6,60.1,70.5
2023,4,12,dilluns,1899-12-30 15:00:00,15312,"41,406",Plaça de Joanic,7306,"2,162636",90.8,6,53.1,64.9
2023,4,12,dilluns,1899-12-30 15:00:00,15313,"41,404484",Sagrada Familia,6756,"2,174691",91.4,6,46.5,62.6
2023,4,12,dilluns,1899-12-30 16:00:00,15314,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,6,60.1,69.2
2023,4,12,dilluns,1899-12-30 16:00:00,15315,"41,404484",Sagrada Familia,6756,"2,174691",91.4,6,46.5,63.4
2023,4,12,dilluns,1899-12-30 16:00:00,15316,"41,406",Plaça de Joanic,7306,"2,162636",90.8,6,53.1,65.2
2023,4,12,dilluns,1899-12-30 16:00:00,15317,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,6,43.7,61.1
2023,4,12,dilluns,1899-12-30 17:00:00,15318,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,6,60.1,70
2023,4,12,dilluns,1899-12-30 17:00:00,15319,"41,404484",Sagrada Familia,6756,"2,174691",91.4,6,46.5,62.1
2023,4,12,dilluns,1899-12-30 17:00:00,15320,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,6,43.7,60.3
2023,4,12,dilluns,1899-12-30 17:00:00,15321,"41,406",Plaça de Joanic,7306,"2,162636",90.8,6,53.1,65
2023,4,12,dilluns,1899-12-30 18:00:00,15322,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,6,43.7,61.4
2023,4,12,dilluns,1899-12-30 18:00:00,15323,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,6,60.1,69.5
2023,4,12,dilluns,1899-12-30 18:00:00,15324,"41,404484",Sagrada Familia,6756,"2,174691",91.4,6,46.5,64.1
2023,4,12,dilluns,1899-12-30 19:00:00,15326,"41,404484",Sagrada Familia,6756,"2,174691",91.4,6,46.5,64
2023,4,12,dilluns,1899-12-30 19:00:00,15327,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,6,60.1,70.8
2023,4,12,dilluns,1899-12-30 19:00:00,15328,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,6,43.7,62.3
2023,4,12,dilluns,1899-12-30 19:00:00,15329,"41,406",Plaça de Joanic,7306,"2,162636",90.8,6,53.1,66.3
2023,4,12,dilluns,1899-12-30 20:00:00,15330,"41,404484",Sagrada Familia,6756,"2,174691",91.4,6,46.5,63.3
2023,4,12,dilluns,1899-12-30 20:00:00,15331,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,6,60.1,69.6
2023,4,12,dilluns,1899-12-30 20:00:00,15332,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,6,43.7,60.7
2023,4,12,dilluns,1899-12-30 20:00:00,15333,"41,406",Plaça de Joanic,7306,"2,162636",90.8,6,53.1,66.3
2023,4,12,dilluns,1899-12-30 21:00:00,15334,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,6,60.1,69.5
2023,4,12,dilluns,1899-12-30 21:00:00,15335,"41,404484",Sagrada Familia,6756,"2,174691",91.4,6,46.5,61.4
2023,4,12,dilluns,1899-12-30 21:00:00,15336,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,6,43.7,59.8
2023,4,12,dilluns,1899-12-30 21:00:00,15337,"41,406",Plaça de Joanic,7306,"2,162636",90.8,6,53.1,64.9
2023,4,12,dilluns,1899-12-30 22:00:00,15338,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,6,60.1,70.4
2023,4,12,dilluns,1899-12-30 22:00:00,15340,"41,406",Plaça de Joanic,7306,"2,162636",90.8,6,53.1,65.2
2023,4,12,dilluns,1899-12-30 22:00:00,15341,"41,404484",Sagrada Familia,6756,"2,174691",91.4,6,46.5,61.2
2023,4,12,dilluns,1899-12-30 23:00:00,15343,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,6,60.1,68.9
2023,4,12,dilluns,1899-12-30 23:00:00,15345,"41,404484",Sagrada Familia,6756,"2,174691",91.4,6,46.5,61
2023,4,12,dimarts,1899-12-30 00:00:00,24000,"41,404484",Sagrada Familia,6756,"2,174691",91.4,9,46.5,62.1
2023,4,12,dimarts,1899-12-30 00:00:00,32202,"41,404484",Sagrada Familia,6756,"2,174691",91.4,12,46.5,60.7
2023,4,12,dimarts,1899-12-30 00:00:00,32204,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,12,43.7,60
2023,4,12,dimarts,1899-12-30 01:00:00,24007,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,9,60.1,69
2023,4,12,dimarts,1899-12-30 02:00:00,32212,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,12,43.7,60.7
2023,4,12,dimarts,1899-12-30 07:00:00,32231,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,70.1
2023,4,12,dimarts,1899-12-30 08:00:00,32234,"41,404484",Sagrada Familia,6756,"2,174691",91.4,12,46.5,62
2023,4,12,dimarts,1899-12-30 08:00:00,32235,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,12,43.7,59.5
2023,4,12,dimarts,1899-12-30 09:00:00,24038,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,60.2
2023,4,12,dimarts,1899-12-30 09:00:00,32238,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,66.7
2023,4,12,dimarts,1899-12-30 09:00:00,32239,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,12,43.7,62.6
2023,4,12,dimarts,1899-12-30 09:00:00,32241,"41,404484",Sagrada Familia,6756,"2,174691",91.4,12,46.5,60.9
2023,4,12,dimarts,1899-12-30 10:00:00,24040,"41,404484",Sagrada Familia,6756,"2,174691",91.4,9,46.5,62.5
2023,4,12,dimarts,1899-12-30 10:00:00,24041,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,59.9
2023,4,12,dimarts,1899-12-30 10:00:00,24042,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,65.3
2023,4,12,dimarts,1899-12-30 10:00:00,24043,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,9,60.1,69.4
2023,4,12,dimarts,1899-12-30 10:00:00,32242,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,70.8
2023,4,12,dimarts,1899-12-30 10:00:00,32244,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,66.4
2023,4,12,dimarts,1899-12-30 10:00:00,32245,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,12,43.7,62
2023,4,12,dimarts,1899-12-30 11:00:00,24044,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,64.9
2023,4,12,dimarts,1899-12-30 11:00:00,24045,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,9,60.1,69.3
2023,4,12,dimarts,1899-12-30 11:00:00,24047,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,61.6
2023,4,12,dimarts,1899-12-30 11:00:00,32246,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,12,43.7,61.4
2023,4,12,dimarts,1899-12-30 11:00:00,32247,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,66.9
2023,4,12,dimarts,1899-12-30 11:00:00,32248,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,70.4
2023,4,12,dimarts,1899-12-30 12:00:00,24048,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,61.7
2023,4,12,dimarts,1899-12-30 12:00:00,24049,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,65.8
2023,4,12,dimarts,1899-12-30 12:00:00,24051,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,9,60.1,70
2023,4,12,dimarts,1899-12-30 12:00:00,32251,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,70.8
2023,4,12,dimarts,1899-12-30 12:00:00,32252,"41,404484",Sagrada Familia,6756,"2,174691",91.4,12,46.5,62.9
2023,4,12,dimarts,1899-12-30 12:00:00,32253,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,67.5
2023,4,12,dimarts,1899-12-30 13:00:00,24053,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,9,60.1,70.9
2023,4,12,dimarts,1899-12-30 13:00:00,24054,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,61.8
2023,4,12,dimarts,1899-12-30 13:00:00,24055,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,66
2023,4,12,dimarts,1899-12-30 13:00:00,32254,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,12,43.7,60
2023,4,12,dimarts,1899-12-30 13:00:00,32255,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,67
2023,4,12,dimarts,1899-12-30 13:00:00,32256,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,70.1
2023,4,12,dimarts,1899-12-30 13:00:00,32257,"41,404484",Sagrada Familia,6756,"2,174691",91.4,12,46.5,63.5
2023,4,12,dimarts,1899-12-30 14:00:00,24057,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,61
2023,4,12,dimarts,1899-12-30 14:00:00,24058,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,9,60.1,69.5
2023,4,12,dimarts,1899-12-30 14:00:00,24059,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,65.4
2023,4,12,dimarts,1899-12-30 14:00:00,32259,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,70.8
2023,4,12,dimarts,1899-12-30 14:00:00,32260,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,12,43.7,60.3
2023,4,12,dimarts,1899-12-30 14:00:00,32261,"41,404484",Sagrada Familia,6756,"2,174691",91.4,12,46.5,62.5
2023,4,12,dimarts,1899-12-30 15:00:00,24060,"41,404484",Sagrada Familia,6756,"2,174691",91.4,9,46.5,63.7
2023,4,12,dimarts,1899-12-30 15:00:00,24061,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,9,60.1,69.7
2023,4,12,dimarts,1899-12-30 15:00:00,24063,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,65.1
2023,4,12,dimarts,1899-12-30 15:00:00,32262,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,70.1
2023,4,12,dimarts,1899-12-30 15:00:00,32264,"41,404484",Sagrada Familia,6756,"2,174691",91.4,12,46.5,62.7
2023,4,12,dimarts,1899-12-30 15:00:00,32265,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,67.2
2023,4,12,dimarts,1899-12-30 16:00:00,24065,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,65.2
2023,4,12,dimarts,1899-12-30 16:00:00,24066,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,60.9
2023,4,12,dimarts,1899-12-30 16:00:00,24067,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,9,60.1,69.7
2023,4,12,dimarts,1899-12-30 16:00:00,32266,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,69.6
2023,4,12,dimarts,1899-12-30 16:00:00,32268,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,68.1
2023,4,12,dimarts,1899-12-30 17:00:00,24068,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,65.6
2023,4,12,dimarts,1899-12-30 17:00:00,24069,"41,404484",Sagrada Familia,6756,"2,174691",91.4,9,46.5,63
2023,4,12,dimarts,1899-12-30 17:00:00,24070,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,62.7
2023,4,12,dimarts,1899-12-30 17:00:00,24071,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,9,60.1,70.3
2023,4,12,dimarts,1899-12-30 17:00:00,32270,"41,404484",Sagrada Familia,6756,"2,174691",91.4,12,46.5,62.7
2023,4,12,dimarts,1899-12-30 17:00:00,32271,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,67.9
2023,4,12,dimarts,1899-12-30 17:00:00,32272,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,12,43.7,61.7
2023,4,12,dimarts,1899-12-30 17:00:00,32273,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,70.4
2023,4,12,dimarts,1899-12-30 18:00:00,24072,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,9,60.1,70.2
2023,4,12,dimarts,1899-12-30 18:00:00,24073,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,67
2023,4,12,dimarts,1899-12-30 18:00:00,24074,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,64.3
2023,4,12,dimarts,1899-12-30 18:00:00,24075,"41,404484",Sagrada Familia,6756,"2,174691",91.4,9,46.5,64
2023,4,12,dimarts,1899-12-30 18:00:00,32274,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,67.3
2023,4,12,dimarts,1899-12-30 18:00:00,32275,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,12,43.7,62.4
2023,4,12,dimarts,1899-12-30 18:00:00,32276,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,70.6
2023,4,12,dimarts,1899-12-30 18:00:00,32277,"41,404484",Sagrada Familia,6756,"2,174691",91.4,12,46.5,62.3
2023,4,12,dimarts,1899-12-30 19:00:00,24078,"41,404484",Sagrada Familia,6756,"2,174691",91.4,9,46.5,64
2023,4,12,dimarts,1899-12-30 19:00:00,32278,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,70.5
2023,4,12,dimarts,1899-12-30 19:00:00,32279,"41,404484",Sagrada Familia,6756,"2,174691",91.4,12,46.5,62.1
2023,4,12,dimarts,1899-12-30 19:00:00,32280,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,12,43.7,64.1
2023,4,12,dimarts,1899-12-30 19:00:00,32281,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,67.9
2023,4,12,dimarts,1899-12-30 20:00:00,24080,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,63.6
2023,4,12,dimarts,1899-12-30 20:00:00,24081,"41,406",Plaça de Joanic,7306,"2,162636",90.8,9,53.1,66.5
2023,4,12,dimarts,1899-12-30 20:00:00,24082,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,9,60.1,70.3
2023,4,12,dimarts,1899-12-30 20:00:00,24083,"41,404484",Sagrada Familia,6756,"2,174691",91.4,9,46.5,62.6
2023,4,12,dimarts,1899-12-30 20:00:00,32282,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,67
2023,4,12,dimarts,1899-12-30 20:00:00,32283,"41,404484",Sagrada Familia,6756,"2,174691",91.4,12,46.5,61.3
2023,4,12,dimarts,1899-12-30 20:00:00,32284,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,12,43.7,61.7
2023,4,12,dimarts,1899-12-30 20:00:00,32285,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,70.1
2023,4,12,dimarts,1899-12-30 21:00:00,24085,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,9,60.1,71.1
2023,4,12,dimarts,1899-12-30 21:00:00,24086,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,9,43.7,62.1
2023,4,12,dimarts,1899-12-30 21:00:00,24087,"41,404484",Sagrada Familia,6756,"2,174691",91.4,9,46.5,62.8
2023,4,12,dimarts,1899-12-30 21:00:00,32286,"41,404484",Sagrada Familia,6756,"2,174691",91.4,12,46.5,61.2
2023,4,12,dimarts,1899-12-30 21:00:00,32288,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,66.3
2023,4,12,dimarts,1899-12-30 21:00:00,32289,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,12,60.1,68.8
2023,4,12,dimarts,1899-12-30 22:00:00,24089,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,9,60.1,69.4
2023,4,12,dimarts,1899-12-30 22:00:00,24091,"41,404484",Sagrada Familia,6756,"2,174691",91.4,9,46.5,61.9
2023,4,12,dimarts,1899-12-30 22:00:00,32290,"41,404484",Sagrada Familia,6756,"2,174691",91.4,12,46.5,61.2
2023,4,12,dimarts,1899-12-30 22:00:00,32291,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,12,43.7,60.4
2023,4,12,dimarts,1899-12-30 22:00:00,32292,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,65
2023,4,12,dimarts,1899-12-30 23:00:00,24092,"41,404484",Sagrada Familia,6756,"2,174691",91.4,9,46.5,64
2023,4,12,dimarts,1899-12-30 23:00:00,24093,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,9,60.1,68.5
2023,4,12,dimarts,1899-12-30 23:00:00,32297,"41,406",Plaça de Joanic,7306,"2,162636",90.8,12,53.1,64.9
2023,4,12,dimecres,1899-12-30 00:00:00,9469,"41,404484",Sagrada Familia,6756,"2,174691",91.4,4,46.5,61.6
2023,4,12,dimecres,1899-12-30 00:00:00,18130,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,7,60.1,68.8
2023,4,12,dimecres,1899-12-30 00:00:00,18131,"41,404484",Sagrada Familia,6756,"2,174691",91.4,7,46.5,61.7
2023,4,12,dimecres,1899-12-30 01:00:00,9473,"41,404484",Sagrada Familia,6756,"2,174691",91.4,4,46.5,61.2
2023,4,12,dimecres,1899-12-30 07:00:00,9498,"41,37485",Sant Maria del Mar,497,"2,166773",87.6,4,60.1,70
2023,4,12,dimecres,1899-12-30 07:00:00,9499,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,4,43.7,60.4
2023,4,12,dimecres,1899-12-30 08:00:00,9501,"41,406",Plaça de Joanic,7306,"2,162636",90.8,4,53.1,67.3
2023,4,12,dimecres,1899-12-30 08:00:00,9502,"41,378803",Mercat de Sant Antoni,5766,"2,160936",95.7,4,43.7,61.5
2023,4,12,dimecres,1899-12-30 08:00:00,9504,"41,404484",Sagrada Familia,6756,"2,174691",91.4,4,46.5,61.8
2023,4,12,dimecres,1899-12-30 08:00:00,18162,"41,406",Plaça de Joanic,7306,"2,162636",90.8,7,53.1,65.8
